rank	form	normalized_form	combined_count	source_count	source_counts_json
4411	ähnlichen	ähnlichen	902	3	{"deu_news_2024_1M_words.txt":324,"deu_wikipedia_2021_1M_words.txt":348,"deu-de_web_2021_1M_words.txt":230}
4412	Ausschuss	ausschuss	902	3	{"deu_news_2024_1M_words.txt":259,"deu_wikipedia_2021_1M_words.txt":349,"deu-de_web_2021_1M_words.txt":294}
4413	Erwähnung	erwähnung	902	3	{"deu_news_2024_1M_words.txt":42,"deu_wikipedia_2021_1M_words.txt":806,"deu-de_web_2021_1M_words.txt":54}
4414	negativen	negativen	902	3	{"deu_news_2024_1M_words.txt":246,"deu_wikipedia_2021_1M_words.txt":191,"deu-de_web_2021_1M_words.txt":465}
4415	vertritt	vertritt	902	3	{"deu_news_2024_1M_words.txt":231,"deu_wikipedia_2021_1M_words.txt":247,"deu-de_web_2021_1M_words.txt":424}
4416	zurückkehren	zurückkehren	902	3	{"deu_news_2024_1M_words.txt":432,"deu_wikipedia_2021_1M_words.txt":333,"deu-de_web_2021_1M_words.txt":137}
4417	Schneider	schneider	901	3	{"deu_news_2024_1M_words.txt":385,"deu_wikipedia_2021_1M_words.txt":353,"deu-de_web_2021_1M_words.txt":163}
4418	Sportler	sportler	901	3	{"deu_news_2024_1M_words.txt":365,"deu_wikipedia_2021_1M_words.txt":244,"deu-de_web_2021_1M_words.txt":292}
4419	aufgefordert	aufgefordert	900	3	{"deu_news_2024_1M_words.txt":407,"deu_wikipedia_2021_1M_words.txt":171,"deu-de_web_2021_1M_words.txt":322}
4420	Bayerische	bayerische	900	3	{"deu_news_2024_1M_words.txt":137,"deu_wikipedia_2021_1M_words.txt":119,"deu-de_web_2021_1M_words.txt":644}
4421	Betrieben	betrieben	900	3	{"deu_news_2024_1M_words.txt":229,"deu_wikipedia_2021_1M_words.txt":229,"deu-de_web_2021_1M_words.txt":442}
4422	reichte	reichte	900	3	{"deu_news_2024_1M_words.txt":328,"deu_wikipedia_2021_1M_words.txt":499,"deu-de_web_2021_1M_words.txt":73}
4423	College	college	899	3	{"deu_news_2024_1M_words.txt":94,"deu_wikipedia_2021_1M_words.txt":713,"deu-de_web_2021_1M_words.txt":92}
4424	Dörfer	dörfer	899	3	{"deu_news_2024_1M_words.txt":161,"deu_wikipedia_2021_1M_words.txt":622,"deu-de_web_2021_1M_words.txt":116}
4425	entscheidenden	entscheidenden	899	3	{"deu_news_2024_1M_words.txt":432,"deu_wikipedia_2021_1M_words.txt":226,"deu-de_web_2021_1M_words.txt":241}
4426	Fraktion	fraktion	899	3	{"deu_news_2024_1M_words.txt":493,"deu_wikipedia_2021_1M_words.txt":315,"deu-de_web_2021_1M_words.txt":91}
4427	jüngste	jüngste	899	3	{"deu_news_2024_1M_words.txt":470,"deu_wikipedia_2021_1M_words.txt":323,"deu-de_web_2021_1M_words.txt":106}
4428	geschehen	geschehen	898	3	{"deu_news_2024_1M_words.txt":360,"deu_wikipedia_2021_1M_words.txt":249,"deu-de_web_2021_1M_words.txt":289}
4429	Überprüfung	überprüfung	898	3	{"deu_news_2024_1M_words.txt":253,"deu_wikipedia_2021_1M_words.txt":176,"deu-de_web_2021_1M_words.txt":469}
4430	Bundesamt	bundesamt	896	3	{"deu_news_2024_1M_words.txt":394,"deu_wikipedia_2021_1M_words.txt":57,"deu-de_web_2021_1M_words.txt":445}
4431	entnehmen	entnehmen	896	3	{"deu_news_2024_1M_words.txt":123,"deu_wikipedia_2021_1M_words.txt":112,"deu-de_web_2021_1M_words.txt":661}
4432	Mord	mord	896	3	{"deu_news_2024_1M_words.txt":377,"deu_wikipedia_2021_1M_words.txt":433,"deu-de_web_2021_1M_words.txt":86}
4433	Schuld	schuld	896	3	{"deu_news_2024_1M_words.txt":412,"deu_wikipedia_2021_1M_words.txt":311,"deu-de_web_2021_1M_words.txt":173}
4434	sechsten	sechsten	896	3	{"deu_news_2024_1M_words.txt":293,"deu_wikipedia_2021_1M_words.txt":427,"deu-de_web_2021_1M_words.txt":176}
4435	verraten	verraten	896	3	{"deu_news_2024_1M_words.txt":462,"deu_wikipedia_2021_1M_words.txt":172,"deu-de_web_2021_1M_words.txt":262}
4436	versorgen	versorgen	896	3	{"deu_news_2024_1M_words.txt":298,"deu_wikipedia_2021_1M_words.txt":206,"deu-de_web_2021_1M_words.txt":392}
4437	Landesamt	landesamt	895	3	{"deu_news_2024_1M_words.txt":172,"deu_wikipedia_2021_1M_words.txt":83,"deu-de_web_2021_1M_words.txt":640}
4438	Patrick	patrick	895	3	{"deu_news_2024_1M_words.txt":571,"deu_wikipedia_2021_1M_words.txt":206,"deu-de_web_2021_1M_words.txt":118}
4439	ausländischen	ausländischen	894	3	{"deu_news_2024_1M_words.txt":247,"deu_wikipedia_2021_1M_words.txt":281,"deu-de_web_2021_1M_words.txt":366}
4440	gelingen	gelingen	894	3	{"deu_news_2024_1M_words.txt":369,"deu_wikipedia_2021_1M_words.txt":82,"deu-de_web_2021_1M_words.txt":443}
4441	halbe	halbe	894	3	{"deu_news_2024_1M_words.txt":457,"deu_wikipedia_2021_1M_words.txt":230,"deu-de_web_2021_1M_words.txt":207}
4442	Physik	physik	894	3	{"deu_news_2024_1M_words.txt":61,"deu_wikipedia_2021_1M_words.txt":283,"deu-de_web_2021_1M_words.txt":550}
4443	schien	schien	894	3	{"deu_news_2024_1M_words.txt":511,"deu_wikipedia_2021_1M_words.txt":299,"deu-de_web_2021_1M_words.txt":84}
4444	Albert	albert	893	3	{"deu_news_2024_1M_words.txt":245,"deu_wikipedia_2021_1M_words.txt":525,"deu-de_web_2021_1M_words.txt":123}
4445	Annahme	annahme	893	3	{"deu_news_2024_1M_words.txt":203,"deu_wikipedia_2021_1M_words.txt":400,"deu-de_web_2021_1M_words.txt":290}
4446	öfter	öfter	893	3	{"deu_news_2024_1M_words.txt":435,"deu_wikipedia_2021_1M_words.txt":168,"deu-de_web_2021_1M_words.txt":290}
4447	reisen	reisen	893	3	{"deu_news_2024_1M_words.txt":412,"deu_wikipedia_2021_1M_words.txt":209,"deu-de_web_2021_1M_words.txt":272}
4448	aufgeteilt	aufgeteilt	892	3	{"deu_news_2024_1M_words.txt":150,"deu_wikipedia_2021_1M_words.txt":537,"deu-de_web_2021_1M_words.txt":205}
4449	bewerten	bewerten	892	3	{"deu_news_2024_1M_words.txt":265,"deu_wikipedia_2021_1M_words.txt":88,"deu-de_web_2021_1M_words.txt":539}
4450	externe	externe	892	3	{"deu_news_2024_1M_words.txt":164,"deu_wikipedia_2021_1M_words.txt":139,"deu-de_web_2021_1M_words.txt":589}
4451	Inhaber	inhaber	892	3	{"deu_news_2024_1M_words.txt":229,"deu_wikipedia_2021_1M_words.txt":317,"deu-de_web_2021_1M_words.txt":346}
4452	Joachim	joachim	892	3	{"deu_news_2024_1M_words.txt":325,"deu_wikipedia_2021_1M_words.txt":362,"deu-de_web_2021_1M_words.txt":205}
4453	Marie	marie	891	3	{"deu_news_2024_1M_words.txt":199,"deu_wikipedia_2021_1M_words.txt":534,"deu-de_web_2021_1M_words.txt":158}
4454	Soweit	soweit	891	3	{"deu_news_2024_1M_words.txt":31,"deu_wikipedia_2021_1M_words.txt":98,"deu-de_web_2021_1M_words.txt":762}
4455	Vertretern	vertretern	891	3	{"deu_news_2024_1M_words.txt":233,"deu_wikipedia_2021_1M_words.txt":319,"deu-de_web_2021_1M_words.txt":339}
4456	Wagner	wagner	891	3	{"deu_news_2024_1M_words.txt":419,"deu_wikipedia_2021_1M_words.txt":327,"deu-de_web_2021_1M_words.txt":145}
4457	Anbau	anbau	890	3	{"deu_news_2024_1M_words.txt":183,"deu_wikipedia_2021_1M_words.txt":481,"deu-de_web_2021_1M_words.txt":226}
4458	Darunter	darunter	890	3	{"deu_news_2024_1M_words.txt":344,"deu_wikipedia_2021_1M_words.txt":291,"deu-de_web_2021_1M_words.txt":255}
4459	daß	daß	890	3	{"deu_news_2024_1M_words.txt":236,"deu_wikipedia_2021_1M_words.txt":302,"deu-de_web_2021_1M_words.txt":352}
4460	Klage	klage	890	3	{"deu_news_2024_1M_words.txt":474,"deu_wikipedia_2021_1M_words.txt":217,"deu-de_web_2021_1M_words.txt":199}
4461	Siegen	siegen	890	3	{"deu_news_2024_1M_words.txt":376,"deu_wikipedia_2021_1M_words.txt":404,"deu-de_web_2021_1M_words.txt":110}
4462	tiefer	tiefer	890	3	{"deu_news_2024_1M_words.txt":338,"deu_wikipedia_2021_1M_words.txt":374,"deu-de_web_2021_1M_words.txt":178}
4463	Zeitungen	zeitungen	890	3	{"deu_news_2024_1M_words.txt":206,"deu_wikipedia_2021_1M_words.txt":489,"deu-de_web_2021_1M_words.txt":195}
4464	Abenteuer	abenteuer	889	3	{"deu_news_2024_1M_words.txt":358,"deu_wikipedia_2021_1M_words.txt":274,"deu-de_web_2021_1M_words.txt":257}
4465	fit	fit	889	3	{"deu_news_2024_1M_words.txt":439,"deu_wikipedia_2021_1M_words.txt":27,"deu-de_web_2021_1M_words.txt":423}
4466	Innovationen	innovationen	889	3	{"deu_news_2024_1M_words.txt":220,"deu_wikipedia_2021_1M_words.txt":69,"deu-de_web_2021_1M_words.txt":600}
4467	interessieren	interessieren	889	3	{"deu_news_2024_1M_words.txt":196,"deu_wikipedia_2021_1M_words.txt":84,"deu-de_web_2021_1M_words.txt":609}
4468	Kandidat	kandidat	889	3	{"deu_news_2024_1M_words.txt":503,"deu_wikipedia_2021_1M_words.txt":267,"deu-de_web_2021_1M_words.txt":119}
4469	Medikamente	medikamente	889	3	{"deu_news_2024_1M_words.txt":311,"deu_wikipedia_2021_1M_words.txt":132,"deu-de_web_2021_1M_words.txt":446}
4470	stimmen	stimmen	889	3	{"deu_news_2024_1M_words.txt":424,"deu_wikipedia_2021_1M_words.txt":129,"deu-de_web_2021_1M_words.txt":336}
4471	unverändert	unverändert	889	3	{"deu_news_2024_1M_words.txt":311,"deu_wikipedia_2021_1M_words.txt":353,"deu-de_web_2021_1M_words.txt":225}
4472	verwendete	verwendete	889	3	{"deu_news_2024_1M_words.txt":100,"deu_wikipedia_2021_1M_words.txt":586,"deu-de_web_2021_1M_words.txt":203}
4473	bedeutende	bedeutende	888	3	{"deu_news_2024_1M_words.txt":150,"deu_wikipedia_2021_1M_words.txt":529,"deu-de_web_2021_1M_words.txt":209}
4474	erfolgten	erfolgten	888	3	{"deu_news_2024_1M_words.txt":96,"deu_wikipedia_2021_1M_words.txt":636,"deu-de_web_2021_1M_words.txt":156}
4475	Felder	felder	888	3	{"deu_news_2024_1M_words.txt":145,"deu_wikipedia_2021_1M_words.txt":353,"deu-de_web_2021_1M_words.txt":390}
4476	Krankenhäuser	krankenhäuser	888	3	{"deu_news_2024_1M_words.txt":319,"deu_wikipedia_2021_1M_words.txt":127,"deu-de_web_2021_1M_words.txt":442}
4477	Regensburg	regensburg	888	3	{"deu_news_2024_1M_words.txt":259,"deu_wikipedia_2021_1M_words.txt":261,"deu-de_web_2021_1M_words.txt":368}
4478	starben	starben	888	3	{"deu_news_2024_1M_words.txt":263,"deu_wikipedia_2021_1M_words.txt":561,"deu-de_web_2021_1M_words.txt":64}
4479	einzelner	einzelner	887	3	{"deu_news_2024_1M_words.txt":144,"deu_wikipedia_2021_1M_words.txt":301,"deu-de_web_2021_1M_words.txt":442}
4480	englische	englische	887	3	{"deu_news_2024_1M_words.txt":220,"deu_wikipedia_2021_1M_words.txt":507,"deu-de_web_2021_1M_words.txt":160}
4481	orientieren	orientieren	887	3	{"deu_news_2024_1M_words.txt":164,"deu_wikipedia_2021_1M_words.txt":125,"deu-de_web_2021_1M_words.txt":598}
4482	verbrachte	verbrachte	887	3	{"deu_news_2024_1M_words.txt":144,"deu_wikipedia_2021_1M_words.txt":674,"deu-de_web_2021_1M_words.txt":69}
4483	Verteidiger	verteidiger	887	3	{"deu_news_2024_1M_words.txt":553,"deu_wikipedia_2021_1M_words.txt":298,"deu-de_web_2021_1M_words.txt":36}
4484	änderte	änderte	886	3	{"deu_news_2024_1M_words.txt":170,"deu_wikipedia_2021_1M_words.txt":669,"deu-de_web_2021_1M_words.txt":47}
4485	Autorin	autorin	886	3	{"deu_news_2024_1M_words.txt":385,"deu_wikipedia_2021_1M_words.txt":243,"deu-de_web_2021_1M_words.txt":258}
4486	fortan	fortan	886	3	{"deu_news_2024_1M_words.txt":125,"deu_wikipedia_2021_1M_words.txt":676,"deu-de_web_2021_1M_words.txt":85}
4487	meldete	meldete	886	3	{"deu_news_2024_1M_words.txt":565,"deu_wikipedia_2021_1M_words.txt":265,"deu-de_web_2021_1M_words.txt":56}
4488	Ereignis	ereignis	885	3	{"deu_news_2024_1M_words.txt":273,"deu_wikipedia_2021_1M_words.txt":372,"deu-de_web_2021_1M_words.txt":240}
4489	langjährige	langjährige	884	3	{"deu_news_2024_1M_words.txt":387,"deu_wikipedia_2021_1M_words.txt":166,"deu-de_web_2021_1M_words.txt":331}
4490	Parkplatz	parkplatz	884	3	{"deu_news_2024_1M_words.txt":561,"deu_wikipedia_2021_1M_words.txt":150,"deu-de_web_2021_1M_words.txt":173}
4491	Schriftsteller	schriftsteller	884	3	{"deu_news_2024_1M_words.txt":206,"deu_wikipedia_2021_1M_words.txt":539,"deu-de_web_2021_1M_words.txt":139}
4492	Wurzeln	wurzeln	884	3	{"deu_news_2024_1M_words.txt":338,"deu_wikipedia_2021_1M_words.txt":329,"deu-de_web_2021_1M_words.txt":217}
4493	österreichische	österreichische	883	3	{"deu_news_2024_1M_words.txt":477,"deu_wikipedia_2021_1M_words.txt":372,"deu-de_web_2021_1M_words.txt":34}
4494	bewältigen	bewältigen	882	3	{"deu_news_2024_1M_words.txt":257,"deu_wikipedia_2021_1M_words.txt":122,"deu-de_web_2021_1M_words.txt":503}
4495	Gewerkschaft	gewerkschaft	882	3	{"deu_news_2024_1M_words.txt":646,"deu_wikipedia_2021_1M_words.txt":156,"deu-de_web_2021_1M_words.txt":80}
4496	Halbzeit	halbzeit	882	3	{"deu_news_2024_1M_words.txt":719,"deu_wikipedia_2021_1M_words.txt":97,"deu-de_web_2021_1M_words.txt":66}
4497	massiven	massiven	882	3	{"deu_news_2024_1M_words.txt":510,"deu_wikipedia_2021_1M_words.txt":243,"deu-de_web_2021_1M_words.txt":129}
4498	schönsten	schönsten	882	3	{"deu_news_2024_1M_words.txt":355,"deu_wikipedia_2021_1M_words.txt":142,"deu-de_web_2021_1M_words.txt":385}
4499	Erbe	erbe	881	3	{"deu_news_2024_1M_words.txt":215,"deu_wikipedia_2021_1M_words.txt":408,"deu-de_web_2021_1M_words.txt":258}
4500	flexibel	flexibel	881	3	{"deu_news_2024_1M_words.txt":179,"deu_wikipedia_2021_1M_words.txt":78,"deu-de_web_2021_1M_words.txt":624}
4501	Freitagabend	freitagabend	881	3	{"deu_news_2024_1M_words.txt":784,"deu_wikipedia_2021_1M_words.txt":25,"deu-de_web_2021_1M_words.txt":72}
4502	Programms	programms	881	3	{"deu_news_2024_1M_words.txt":146,"deu_wikipedia_2021_1M_words.txt":151,"deu-de_web_2021_1M_words.txt":584}
4503	Award	award	880	3	{"deu_news_2024_1M_words.txt":141,"deu_wikipedia_2021_1M_words.txt":421,"deu-de_web_2021_1M_words.txt":318}
4504	errichtete	errichtete	880	3	{"deu_news_2024_1M_words.txt":57,"deu_wikipedia_2021_1M_words.txt":733,"deu-de_web_2021_1M_words.txt":90}
4505	künstlerische	künstlerische	880	3	{"deu_news_2024_1M_words.txt":150,"deu_wikipedia_2021_1M_words.txt":420,"deu-de_web_2021_1M_words.txt":310}
4506	Reihen	reihen	880	3	{"deu_news_2024_1M_words.txt":320,"deu_wikipedia_2021_1M_words.txt":421,"deu-de_web_2021_1M_words.txt":139}
4507	aufzubauen	aufzubauen	879	3	{"deu_news_2024_1M_words.txt":283,"deu_wikipedia_2021_1M_words.txt":276,"deu-de_web_2021_1M_words.txt":320}
4508	Dorfes	dorfes	879	3	{"deu_news_2024_1M_words.txt":76,"deu_wikipedia_2021_1M_words.txt":754,"deu-de_web_2021_1M_words.txt":49}
4509	konzipiert	konzipiert	879	3	{"deu_news_2024_1M_words.txt":129,"deu_wikipedia_2021_1M_words.txt":294,"deu-de_web_2021_1M_words.txt":456}
4510	Kreativität	kreativität	879	3	{"deu_news_2024_1M_words.txt":215,"deu_wikipedia_2021_1M_words.txt":81,"deu-de_web_2021_1M_words.txt":583}
4511	Meyer	meyer	879	3	{"deu_news_2024_1M_words.txt":416,"deu_wikipedia_2021_1M_words.txt":324,"deu-de_web_2021_1M_words.txt":139}
4512	oberhalb	oberhalb	879	3	{"deu_news_2024_1M_words.txt":167,"deu_wikipedia_2021_1M_words.txt":613,"deu-de_web_2021_1M_words.txt":99}
4513	verdienen	verdienen	879	3	{"deu_news_2024_1M_words.txt":397,"deu_wikipedia_2021_1M_words.txt":164,"deu-de_web_2021_1M_words.txt":318}
4514	Katharina	katharina	878	3	{"deu_news_2024_1M_words.txt":364,"deu_wikipedia_2021_1M_words.txt":333,"deu-de_web_2021_1M_words.txt":181}
4515	Landgericht	landgericht	878	3	{"deu_news_2024_1M_words.txt":589,"deu_wikipedia_2021_1M_words.txt":143,"deu-de_web_2021_1M_words.txt":146}
4516	Vision	vision	878	3	{"deu_news_2024_1M_words.txt":395,"deu_wikipedia_2021_1M_words.txt":171,"deu-de_web_2021_1M_words.txt":312}
4517	höchstens	höchstens	877	3	{"deu_news_2024_1M_words.txt":207,"deu_wikipedia_2021_1M_words.txt":226,"deu-de_web_2021_1M_words.txt":444}
4518	quasi	quasi	877	3	{"deu_news_2024_1M_words.txt":469,"deu_wikipedia_2021_1M_words.txt":172,"deu-de_web_2021_1M_words.txt":236}
4519	lieben	lieben	876	3	{"deu_news_2024_1M_words.txt":392,"deu_wikipedia_2021_1M_words.txt":160,"deu-de_web_2021_1M_words.txt":324}
4520	moderner	moderner	876	3	{"deu_news_2024_1M_words.txt":187,"deu_wikipedia_2021_1M_words.txt":267,"deu-de_web_2021_1M_words.txt":422}
4521	Reaktionen	reaktionen	876	3	{"deu_news_2024_1M_words.txt":371,"deu_wikipedia_2021_1M_words.txt":233,"deu-de_web_2021_1M_words.txt":272}
4522	unmöglich	unmöglich	876	3	{"deu_news_2024_1M_words.txt":341,"deu_wikipedia_2021_1M_words.txt":325,"deu-de_web_2021_1M_words.txt":210}
4523	abgebrochen	abgebrochen	875	3	{"deu_news_2024_1M_words.txt":202,"deu_wikipedia_2021_1M_words.txt":576,"deu-de_web_2021_1M_words.txt":97}
4524	einzusetzen	einzusetzen	875	3	{"deu_news_2024_1M_words.txt":274,"deu_wikipedia_2021_1M_words.txt":203,"deu-de_web_2021_1M_words.txt":398}
4525	falsche	falsche	875	3	{"deu_news_2024_1M_words.txt":401,"deu_wikipedia_2021_1M_words.txt":242,"deu-de_web_2021_1M_words.txt":232}
4526	gesundheitlichen	gesundheitlichen	875	3	{"deu_news_2024_1M_words.txt":240,"deu_wikipedia_2021_1M_words.txt":253,"deu-de_web_2021_1M_words.txt":382}
4527	Arm	arm	874	3	{"deu_news_2024_1M_words.txt":383,"deu_wikipedia_2021_1M_words.txt":339,"deu-de_web_2021_1M_words.txt":152}
4528	günstiger	günstiger	874	3	{"deu_news_2024_1M_words.txt":466,"deu_wikipedia_2021_1M_words.txt":106,"deu-de_web_2021_1M_words.txt":302}
4529	klicken	klicken	874	3	{"deu_news_2024_1M_words.txt":77,"deu_wikipedia_2021_1M_words.txt":4,"deu-de_web_2021_1M_words.txt":793}
4530	Mitgliedschaft	mitgliedschaft	874	3	{"deu_news_2024_1M_words.txt":172,"deu_wikipedia_2021_1M_words.txt":255,"deu-de_web_2021_1M_words.txt":447}
4531	optimale	optimale	874	3	{"deu_news_2024_1M_words.txt":127,"deu_wikipedia_2021_1M_words.txt":107,"deu-de_web_2021_1M_words.txt":640}
4532	Besatzung	besatzung	873	3	{"deu_news_2024_1M_words.txt":193,"deu_wikipedia_2021_1M_words.txt":659,"deu-de_web_2021_1M_words.txt":21}
4533	gemessen	gemessen	873	3	{"deu_news_2024_1M_words.txt":297,"deu_wikipedia_2021_1M_words.txt":336,"deu-de_web_2021_1M_words.txt":240}
4534	gestärkt	gestärkt	873	3	{"deu_news_2024_1M_words.txt":249,"deu_wikipedia_2021_1M_words.txt":79,"deu-de_web_2021_1M_words.txt":545}
4535	Naturschutz	naturschutz	873	3	{"deu_news_2024_1M_words.txt":229,"deu_wikipedia_2021_1M_words.txt":193,"deu-de_web_2021_1M_words.txt":451}
4536	Verteilung	verteilung	873	3	{"deu_news_2024_1M_words.txt":196,"deu_wikipedia_2021_1M_words.txt":305,"deu-de_web_2021_1M_words.txt":372}
4537	ehrenamtlich	ehrenamtlich	872	3	{"deu_news_2024_1M_words.txt":177,"deu_wikipedia_2021_1M_words.txt":146,"deu-de_web_2021_1M_words.txt":549}
4538	Griechenland	griechenland	872	3	{"deu_news_2024_1M_words.txt":344,"deu_wikipedia_2021_1M_words.txt":402,"deu-de_web_2021_1M_words.txt":126}
4539	Immerhin	immerhin	872	3	{"deu_news_2024_1M_words.txt":643,"deu_wikipedia_2021_1M_words.txt":89,"deu-de_web_2021_1M_words.txt":140}
4540	Rückzug	rückzug	872	3	{"deu_news_2024_1M_words.txt":395,"deu_wikipedia_2021_1M_words.txt":431,"deu-de_web_2021_1M_words.txt":46}
4541	Texten	texten	872	3	{"deu_news_2024_1M_words.txt":147,"deu_wikipedia_2021_1M_words.txt":321,"deu-de_web_2021_1M_words.txt":404}
4542	WM	wm	872	3	{"deu_news_2024_1M_words.txt":525,"deu_wikipedia_2021_1M_words.txt":251,"deu-de_web_2021_1M_words.txt":96}
4543	Anleger	anleger	871	3	{"deu_news_2024_1M_words.txt":649,"deu_wikipedia_2021_1M_words.txt":62,"deu-de_web_2021_1M_words.txt":160}
4544	barrierefrei	barrierefrei	871	3	{"deu_news_2024_1M_words.txt":98,"deu_wikipedia_2021_1M_words.txt":35,"deu-de_web_2021_1M_words.txt":738}
4545	kümmert	kümmert	871	3	{"deu_news_2024_1M_words.txt":312,"deu_wikipedia_2021_1M_words.txt":200,"deu-de_web_2021_1M_words.txt":359}
4546	Master	master	871	3	{"deu_news_2024_1M_words.txt":91,"deu_wikipedia_2021_1M_words.txt":186,"deu-de_web_2021_1M_words.txt":594}
4547	YouTube	youtube	871	3	{"deu_news_2024_1M_words.txt":165,"deu_wikipedia_2021_1M_words.txt":84,"deu-de_web_2021_1M_words.txt":622}
4548	Datenschutzerklärung	datenschutzerklärung	870	3	{"deu_news_2024_1M_words.txt":3,"deu_wikipedia_2021_1M_words.txt":2,"deu-de_web_2021_1M_words.txt":865}
4549	eignen	eignen	870	3	{"deu_news_2024_1M_words.txt":160,"deu_wikipedia_2021_1M_words.txt":134,"deu-de_web_2021_1M_words.txt":576}
4550	Entwickler	entwickler	870	3	{"deu_news_2024_1M_words.txt":410,"deu_wikipedia_2021_1M_words.txt":187,"deu-de_web_2021_1M_words.txt":273}
4551	geleistet	geleistet	870	3	{"deu_news_2024_1M_words.txt":296,"deu_wikipedia_2021_1M_words.txt":177,"deu-de_web_2021_1M_words.txt":397}
4552	unbekannten	unbekannten	870	3	{"deu_news_2024_1M_words.txt":404,"deu_wikipedia_2021_1M_words.txt":325,"deu-de_web_2021_1M_words.txt":141}
4553	Wintersemester	wintersemester	870	3	{"deu_news_2024_1M_words.txt":34,"deu_wikipedia_2021_1M_words.txt":101,"deu-de_web_2021_1M_words.txt":735}
4554	italienische	italienische	869	3	{"deu_news_2024_1M_words.txt":403,"deu_wikipedia_2021_1M_words.txt":394,"deu-de_web_2021_1M_words.txt":72}
4555	klaren	klaren	869	3	{"deu_news_2024_1M_words.txt":490,"deu_wikipedia_2021_1M_words.txt":148,"deu-de_web_2021_1M_words.txt":231}
4556	momentan	momentan	869	3	{"deu_news_2024_1M_words.txt":434,"deu_wikipedia_2021_1M_words.txt":97,"deu-de_web_2021_1M_words.txt":338}
4557	Rudolf	rudolf	869	3	{"deu_news_2024_1M_words.txt":162,"deu_wikipedia_2021_1M_words.txt":582,"deu-de_web_2021_1M_words.txt":125}
4558	Wissenschaften	wissenschaften	869	3	{"deu_news_2024_1M_words.txt":58,"deu_wikipedia_2021_1M_words.txt":403,"deu-de_web_2021_1M_words.txt":408}
4559	linke	linke	868	3	{"deu_news_2024_1M_words.txt":359,"deu_wikipedia_2021_1M_words.txt":418,"deu-de_web_2021_1M_words.txt":91}
4560	Öl	öl	868	3	{"deu_news_2024_1M_words.txt":340,"deu_wikipedia_2021_1M_words.txt":336,"deu-de_web_2021_1M_words.txt":192}
4561	aufweisen	aufweisen	867	3	{"deu_news_2024_1M_words.txt":128,"deu_wikipedia_2021_1M_words.txt":399,"deu-de_web_2021_1M_words.txt":340}
4562	ehemals	ehemals	867	3	{"deu_news_2024_1M_words.txt":231,"deu_wikipedia_2021_1M_words.txt":474,"deu-de_web_2021_1M_words.txt":162}
4563	gelangt	gelangt	867	3	{"deu_news_2024_1M_words.txt":207,"deu_wikipedia_2021_1M_words.txt":412,"deu-de_web_2021_1M_words.txt":248}
4564	gleichnamigen	gleichnamigen	867	3	{"deu_news_2024_1M_words.txt":167,"deu_wikipedia_2021_1M_words.txt":545,"deu-de_web_2021_1M_words.txt":155}
4565	nachfolgenden	nachfolgenden	867	3	{"deu_news_2024_1M_words.txt":54,"deu_wikipedia_2021_1M_words.txt":360,"deu-de_web_2021_1M_words.txt":453}
4566	schriftliche	schriftliche	867	3	{"deu_news_2024_1M_words.txt":87,"deu_wikipedia_2021_1M_words.txt":229,"deu-de_web_2021_1M_words.txt":551}
4567	steigenden	steigenden	867	3	{"deu_news_2024_1M_words.txt":410,"deu_wikipedia_2021_1M_words.txt":175,"deu-de_web_2021_1M_words.txt":282}
4568	vorgeworfen	vorgeworfen	867	3	{"deu_news_2024_1M_words.txt":600,"deu_wikipedia_2021_1M_words.txt":219,"deu-de_web_2021_1M_words.txt":48}
4569	bestens	bestens	866	3	{"deu_news_2024_1M_words.txt":397,"deu_wikipedia_2021_1M_words.txt":33,"deu-de_web_2021_1M_words.txt":436}
4570	Institute	institute	866	3	{"deu_news_2024_1M_words.txt":189,"deu_wikipedia_2021_1M_words.txt":355,"deu-de_web_2021_1M_words.txt":322}
4571	menschliche	menschliche	866	3	{"deu_news_2024_1M_words.txt":230,"deu_wikipedia_2021_1M_words.txt":349,"deu-de_web_2021_1M_words.txt":287}
4572	verschwunden	verschwunden	866	3	{"deu_news_2024_1M_words.txt":358,"deu_wikipedia_2021_1M_words.txt":383,"deu-de_web_2021_1M_words.txt":125}
4573	zukünftige	zukünftige	866	3	{"deu_news_2024_1M_words.txt":221,"deu_wikipedia_2021_1M_words.txt":166,"deu-de_web_2021_1M_words.txt":479}
4574	gewünschten	gewünschten	865	3	{"deu_news_2024_1M_words.txt":119,"deu_wikipedia_2021_1M_words.txt":149,"deu-de_web_2021_1M_words.txt":597}
4575	Alte	alte	864	3	{"deu_news_2024_1M_words.txt":225,"deu_wikipedia_2021_1M_words.txt":378,"deu-de_web_2021_1M_words.txt":261}
4576	japanischen	japanischen	864	3	{"deu_news_2024_1M_words.txt":182,"deu_wikipedia_2021_1M_words.txt":601,"deu-de_web_2021_1M_words.txt":81}
4577	Königin	königin	864	3	{"deu_news_2024_1M_words.txt":292,"deu_wikipedia_2021_1M_words.txt":507,"deu-de_web_2021_1M_words.txt":65}
4578	Vielmehr	vielmehr	864	3	{"deu_news_2024_1M_words.txt":303,"deu_wikipedia_2021_1M_words.txt":256,"deu-de_web_2021_1M_words.txt":305}
4579	bevorzugt	bevorzugt	863	3	{"deu_news_2024_1M_words.txt":148,"deu_wikipedia_2021_1M_words.txt":457,"deu-de_web_2021_1M_words.txt":258}
